TRAIN,/content/drive/MyDrive/data/batch_1/000000.jpg,Clear plastic bottle,0.4619388418998050,0.5978526110297710,,,0.5614834092387770,0.6944851146900930,,
TRAIN,/content/drive/MyDrive/data/batch_1/000003.jpg,Paper cup,0.4645413142485360,0.5334309419228890,,,0.6167859466493170,0.6490971205466080,,
TRAIN,/content/drive/MyDrive/data/batch_1/000074.JPG,Paper cup,0.4922385620915030,0.5836397058823530,,,0.5784313725490200,0.6666666666666670,,
TRAIN,/content/drive/MyDrive/data/batch_1/000083.JPG,Paper cup,0.3848039215686270,0.2910539215686270,,,0.5866013071895430,0.4454656862745100,,
TEST,/content/drive/MyDrive/data/batch_1/000117.JPG,Paper cup,0.6352124183006540,0.2447916666666670,,,0.7965686274509800,0.3985906862745100,,
TRAIN,/content/drive/MyDrive/data/batch_11/000038.jpg,Paper cup,0.4667232457406870,0.5036812472932010,,,0.5936951487149870,0.5597661325249030,,
TRAIN,/content/drive/MyDrive/data/batch_11/000042.jpg,Paper cup,0.4896772451631530,0.5597228237332180,,,0.6046477043026280,0.6660459073191860,,
TRAIN,/content/drive/MyDrive/data/batch_11/000046.jpg,Paper cup,0.081886574074074,0.6792534722222220,,,0.2251157407407410,0.7855902777777780,,
TRAIN,/content/drive/MyDrive/data/batch_11/000052.jpg,Paper cup,0.3981481481481480,0.445188492063492,,,0.6848544973544970,0.6344246031746030,,
TRAIN,/content/drive/MyDrive/data/batch_11/000088.jpg,Paper cup,0.3947115384615380,0.4228365384615380,,,0.4818910256410260,0.4822115384615380,,
TRAIN,/content/drive/MyDrive/data/batch_12/000001.jpg,Paper cup,0.3805220883534140,0.4559487951807230,,,0.5669344042838020,0.5945030120481930,,
TRAIN,/content/drive/MyDrive/data/batch_12/000017.jpg,Paper cup,0.4136546184738960,0.2592243975903610,,,0.5016733601070950,0.3032756024096390,,
TRAIN,/content/drive/MyDrive/data/batch_12/000020.jpg,Paper cup,0.5194109772423030,0.473644578313253,,,0.6596385542168680,0.5480045180722890,,
TRAIN,/content/drive/MyDrive/data/batch_12/000026.jpg,Paper cup,0.5133868808567600,0.6428840361445780,,,0.6522757697456490,0.7230798192771080,,
TRAIN,/content/drive/MyDrive/data/batch_12/000026.jpg,Paper cup,0.5327978580990630,0.3638930722891570,,,0.5659303882195450,0.4094503012048190,,
TRAIN,/content/drive/MyDrive/data/batch_12/000026.jpg,Paper cup,0.4568273092369480,0.3659638554216870,,,0.5572289156626510,0.4179216867469880,,
TRAIN,/content/drive/MyDrive/data/batch_12/000027.jpg,Paper cup,0.4548192771084340,0.6263177710843370,,,0.5448460508701470,0.6792168674698800,,
TRAIN,/content/drive/MyDrive/data/batch_12/000035.jpg,Paper cup,0.3303212851405620,0.4407003012048190,,,0.4581659973226240,0.5171310240963860,,
TEST,/content/drive/MyDrive/data/batch_13/000059.jpg,Paper cup,0.6008597883597880,0.4166666666666670,,,1.0,0.6795634920634920,,
TRAIN,/content/drive/MyDrive/data/batch_14/000002.jpg,Paper cup,0.2596153846153850,0.0310897435897435,,,0.8625,0.7657051282051280,,
TRAIN,/content/drive/MyDrive/data/batch_14/000022.jpg,Paper cup,0.2630208333333330,0.3564814814814810,,,0.3912037037037040,0.4759837962962960,,
TRAIN,/content/drive/MyDrive/data/batch_15/000002.jpg,Paper cup,0.4209656084656090,0.5327380952380950,,,0.566468253968254,0.6016865079365080,,
TRAIN,/content/drive/MyDrive/data/batch_15/000032.jpg,Paper cup,0.472009623015873,0.4004629629629630,,,0.6039540674603170,0.5496031746031750,,
